episode,reward,game_score,lines,moves,epsilon,avg_reward_25,avg_game_score_25,avg_lines_25,avg_moves_25
352,-469.6,300,3,36,0.34729275681693234,-491.7,200,2,35.88
353,-532.5000000000001,500,5,49,0.3462508785464815,-491.76,220,2.2,36.36
354,-464.80000000000007,600,6,44,0.34521212591084205,-491.88,236,2.36,36.72
355,-577.1,200,2,43,0.34417648953310953,-496.728,232,2.32,36.96
356,-506.20000000000005,0,0,31,0.3431439600645102,-493.584,228,2.28,36.84
357,-559.3,100,1,33,0.34211452818431665,-494.112,196,1.96,35.72
358,-513.5000000000001,100,1,35,0.3410881845997637,-493.66,196,1.96,35.6
359,-470.29999999999995,300,3,39,0.3400649200459644,-494.6,208,2.08,35.96
360,-566.8,0,0,32,0.3390447252858265,-489.98,188,1.88,35.44
361,-469.8,100,1,39,0.33802759110996905,-487.38,188,1.88,35.56
362,-470.9,400,4,44,0.3370135083366391,-488.068,204,2.04,36.16
363,-447.90000000000003,600,6,50,0.3360024678116292,-483.748,220,2.2,36.56
364,-616.5999999999999,100,1,38,0.3349944604081943,-491.76,224,2.24,37.36
365,-551.9,0,0,30,0.33398947702696974,-493.48,224,2.24,37.2
366,-458.6,700,7,48,0.3329875085958888,-496.32,252,2.52,38.04
367,-549.1,500,5,48,0.33198854607010114,-493.516,252,2.52,38.24
368,-561.1999999999999,200,2,41,0.33099258043189084,-501.02,240,2.4,38.32
369,-480.8,100,1,28,0.32999960269059514,-501.012,240,2.4,38.04
370,-494.9,0,0,32,0.32900960388252337,-501.448,232,2.32,37.72
371,-540.3000000000001,300,3,41,0.3280225750708758,-504.368,244,2.44,37.96
372,-549.2,300,3,43,0.32703850734566314,-509.944,252,2.52,38.64
373,-498.40000000000003,100,1,37,0.32605739182362614,-508.156,256,2.56,38.8
374,-591.3000000000001,100,1,32,0.3250792196481553,-516.872,248,2.48,38.64
375,-422.50000000000006,100,1,32,0.3241039819892108,-514.944,232,2.32,38.12
376,-587.2,0,0,31,0.32313167004324317,-518.028,228,2.28,38.24
377,-512.4000000000001,100,1,36,0.32216227503311345,-519.74,220,2.2,38.24
378,-419.9,700,5,42,0.3211957882080141,-515.236,228,2.2,37.96
379,-533.2,400,4,43,0.32023220084339005,-517.972,220,2.12,37.92
380,-477.00000000000006,300,3,37,0.31927150424085987,-513.968,224,2.16,37.68
381,-484.8,100,1,39,0.3183136897281373,-513.112,228,2.2,38
382,-501.40000000000003,300,3,41,0.31735874865895286,-510.796,236,2.28,38.32
383,-340.49999999999994,1300,11,61,0.316406672412976,-503.87600000000003,284,2.68,39.36
384,-500.7000000000001,100,1,33,0.3154574523957371,-505.09200000000004,276,2.6,39.12
385,-511.6,600,4,44,0.3145110800385499,-502.884,300,2.76,39.6
386,-498.99999999999994,900,9,59,0.31356754679843424,-504.052,332,3.08,40.4
387,-429.19999999999993,100,1,35,0.31262684415803893,-502.384,320,2.96,40.04
388,-584.7999999999998,0,0,36,0.3116889636255648,-507.86,296,2.72,39.48
389,-360.2,100,1,28,0.3107538967346881,-497.604,296,2.72,39.08
390,-481.5,300,3,43,0.30982163504448407,-494.788,308,2.84,39.6
391,-474.4,100,1,36,0.3088921701393506,-495.42,284,2.6,39.12
392,-526.8000000000001,500,5,43,0.30796549362893255,-494.528,284,2.6,38.92
393,-517.3000000000002,300,3,40,0.30704159714804574,-492.77200000000005,288,2.64,38.88
394,-447.19999999999993,0,0,34,0.3061204723566016,-491.428,284,2.6,39.12
395,-538.3000000000001,1600,14,70,0.3052021109395318,-493.16400000000004,348,3.16,40.64
396,-492.9000000000001,200,2,40,0.3042865046067132,-491.26800000000003,344,3.12,40.6
397,-465.79999999999995,0,0,33,0.30337364509289305,-487.932,332,3,40.2
398,-370.2,900,7,45,0.30246352415761435,-482.80400000000003,364,3.24,40.52
399,-564.9000000000001,300,3,43,0.3015561335851415,-481.748,372,3.32,40.96
400,-480.4999999999999,500,5,43,0.30065146518438607,-484.068,388,3.48,41.4
401,-549.3,100,1,36,0.2997495107888329,-482.552,392,3.52,41.6
402,-448.09999999999997,100,1,35,0.2988502622564664,-479.98,392,3.52,41.56
403,-482.1000000000001,600,6,45,0.29795371146969696,-482.468,388,3.56,41.68
404,-466.99999999999994,200,2,36,0.29705985033528787,-479.82,380,3.48,41.4
405,-471.79999999999995,200,2,41,0.296168670784282,-479.612,376,3.44,41.56
406,-431.8,900,9,60,0.29528016477192914,-477.492,408,3.76,42.4
407,-371.8,600,6,49,0.29439432427761336,-472.308,420,3.88,42.72
408,-397.90000000000003,500,5,46,0.2935111413047805,-474.604,388,3.64,42.12
409,-537.9000000000001,300,3,42,0.29263060788086614,-476.092,396,3.72,42.48
410,-538.8999999999999,300,3,40,0.2917527160572235,-477.18399999999997,384,3.68,42.32
411,-453.5,100,1,35,0.29087745790905184,-475.364,352,3.36,41.36
412,-610.6,0,0,29,0.2900048255353247,-482.62,348,3.32,41.12
413,-427.4,400,4,41,0.28913481105871874,-476.324,364,3.48,41.32
414,-427.6,300,3,43,0.28826740662554257,-479.02,372,3.56,41.92
415,-522.0999999999999,200,2,36,0.28740260440566595,-480.644,368,3.52,41.64
416,-488.5,0,0,34,0.28654039659244895,-481.208,364,3.48,41.56
417,-553.8000000000001,800,6,49,0.2856807754026716,-482.288,376,3.52,41.8
418,-467.4,200,2,40,0.2848237330764636,-480.292,372,3.48,41.8
419,-489.1,200,2,36,0.2839692618772342,-481.968,380,3.56,41.88
420,-480.59999999999997,300,3,38,0.2831173540916025,-479.65999999999997,328,3.12,40.6
421,-503.69999999999993,600,4,42,0.28226800202932767,-480.092,344,3.2,40.68
422,-346.4,300,3,34,0.28142119802323967,-475.316,356,3.32,40.72
423,-451.20000000000005,100,1,33,0.28057693442917,-478.556,324,3.08,40.24
424,-409.90000000000003,100,1,32,0.27973520362588244,-472.356,316,3,39.8
425,-425.9,200,2,36,0.2788959980150048,-470.17199999999997,304,2.88,39.52
426,-416.3,200,2,36,0.2780593100209598,-464.852,308,2.92,39.52
427,-401.1,900,7,51,0.2772251320908969,-462.972,340,3.16,40.16
428,-513.9,300,3,39,0.2763934566946242,-464.24399999999997,328,3.04,39.92
429,-288.5,200,2,32,0.2755642763245403,-457.104,328,3.04,39.76
430,-484.3,300,3,42,0.27473758349556665,-457.604,332,3.08,39.8
431,-575.6000000000001,500,5,48,0.27391337074507993,-463.356,316,2.92,39.32
432,-526.1,1100,7,52,0.2730916306328447,-469.528,336,2.96,39.44
433,-508.0,400,4,43,0.27227235574094616,-473.932,332,2.92,39.32
434,-385.40000000000003,400,4,45,0.2714555386737233,-467.832,336,2.96,39.44
435,-462.1,300,3,40,0.2706411720577021,-464.76,336,2.96,39.44
436,-508.80000000000007,1500,13,65,0.269829248541529,-466.97200000000004,392,3.44,40.64
437,-354.3999999999999,1900,13,62,0.2690197607959044,-456.724,468,3.96,41.96
438,-501.50000000000006,1400,14,68,0.26821270151351667,-459.688,508,4.36,43.04
439,-465.5,200,2,32,0.2674080634089761,-461.204,504,4.32,42.6
440,-349.0,600,4,40,0.2666058392187492,-454.28000000000003,520,4.4,42.76
441,-438.6,200,2,37,0.26580602170109296,-452.284,528,4.48,42.88
442,-445.7999999999999,1500,13,65,0.26500860363598966,-447.964,556,4.76,43.52
443,-516.1,1100,9,59,0.2642135778250817,-449.91200000000003,592,5.04,44.28
444,-409.09999999999997,200,2,33,0.26342093709160647,-446.712,592,5.04,44.16
445,-386.8,300,3,37,0.26263067428033166,-442.96,592,5.04,44.12
446,-447.00000000000006,600,4,42,0.26184278225749064,-440.692,592,5.04,44.12
447,-408.19999999999993,0,0,31,0.26105725391071816,-443.164,580,4.92,44
448,-478.7,1100,11,63,0.260274082148986,-444.264,620,5.32,45.2
449,-463.00000000000006,0,0,27,0.2594932599025391,-446.38800000000003,616,5.28,45
450,-423.79999999999995,200,2,36,0.25871478012283144,-446.30400000000003,616,5.28,45
451,-490.8,1400,10,57,0.25793863578246295,-449.284,664,5.6,45.84
452,-433.7,300,3,38,0.2571648198751156,-450.588,640,5.44,45.32
453,-465.0,200,2,35,0.25639332541549026,-448.632,636,5.4,45.16
454,-583.7,1100,9,57,0.2556241454392438,-460.44,672,5.68,46.16
455,-510.6,100,1,34,0.25485727300292604,-461.492,664,5.6,45.84
456,-430.5,1000,8,55,0.25409270118391725,-455.688,684,5.72,46.12
457,-435.0,300,3,39,0.2533304230803655,-452.044,652,5.56,45.6
458,-471.70000000000005,1200,10,59,0.25257043181112443,-450.592,684,5.8,46.24
459,-488.8,300,3,43,0.25181272051569104,-454.728,680,5.76,46.16
460,-519.4000000000001,1100,7,51,0.251057282354144,-457.02,712,5.92,46.6
461,-416.8,600,6,46,0.25030411050708157,-453.34000000000003,676,5.64,45.84
462,-373.8,600,4,38,0.24955319817556032,-454.116,624,5.28,44.88
463,-431.5,200,2,39,0.24880453858103363,-451.31600000000003,576,4.8,43.72
464,-369.5,2500,19,81,0.24805812496529053,-447.476,668,5.48,45.68
465,-465.1,0,0,27,0.24731395059039465,-452.12,644,5.32,45.16
466,-362.6,500,5,42,0.24657200873862348,-449.08,656,5.44,45.36
467,-441.7,300,3,39,0.2458322927124076,-448.916,608,5.04,44.32
468,-387.3,500,3,37,0.24509479583427038,-443.764,584,4.8,43.44
469,-461.1,600,4,43,0.24435951144676757,-445.844,600,4.88,43.84
470,-371.9,1000,8,52,0.24362643291242728,-445.248,628,5.08,44.44
471,-475.90000000000003,400,4,43,0.24289555361369,-446.404,620,5.08,44.48
472,-370.99999999999994,1200,10,61,0.24216686695284892,-444.916,668,5.48,45.68
473,-460.8999999999999,900,5,48,0.24144036635199037,-444.204,660,5.24,45.08
474,-359.19999999999993,900,7,53,0.24071604525293439,-440.052,696,5.52,46.12
475,-402.1,600,6,48,0.2399938971171756,-439.184,712,5.68,46.6
476,-443.6,100,1,33,0.23927391542582405,-437.296,660,5.32,45.64
477,-343.20000000000005,1600,14,69,0.23855609367954658,-433.676,712,5.76,46.88
478,-387.29999999999995,300,3,37,0.23784042539850794,-430.568,716,5.8,46.96
479,-530.5,1300,11,60,0.2371269041223124,-428.44,724,5.88,47.08
480,-384.80000000000007,1600,8,52,0.23641552340994548,-423.408,784,6.16,47.8
481,-432.50000000000006,600,6,45,0.23570627683971565,-423.488,768,6.08,47.4
482,-393.1,500,5,40,0.2349991580091965,-421.812,776,6.16,47.44
483,-378.70000000000005,700,5,40,0.2342941605351689,-418.092,756,5.96,46.68
484,-354.4,1100,9,55,0.23359127805356342,-412.716,788,6.2,47.16
485,-342.9,300,3,36,0.23289050421940272,-405.656,756,6.04,46.56
486,-398.1,1800,14,67,0.2321918327067445,-404.908,804,6.36,47.4
487,-336.4,1500,11,61,0.23149525720862427,-403.412,840,6.64,48.32
488,-340.59999999999997,700,5,46,0.2308007714369984,-399.776,860,6.76,48.6
489,-482.4,1000,8,55,0.2301083691226874,-404.292,800,6.32,47.56
490,-402.29999999999995,700,5,43,0.22941804401531934,-401.78,828,6.52,48.2
491,-387.0,500,5,45,0.2287297898832734,-402.756,828,6.52,48.32
492,-371.6000000000001,1500,13,69,0.22804360051362357,-399.952,876,6.92,49.52
493,-419.59999999999997,900,7,52,0.2273594697120827,-401.24399999999997,892,7.08,50.12
494,-485.99999999999994,100,1,29,0.22667739130294645,-402.24,872,6.96,49.56
495,-313.80000000000007,1600,8,55,0.22599735912903762,-399.916,896,6.96,49.68
496,-464.0,700,5,46,0.2253193670516505,-399.44,908,7,49.8
497,-448.59999999999997,300,3,40,0.22464340895049556,-402.544,872,6.72,48.96
498,-470.3,400,4,46,0.22396947872364406,-402.92,852,6.68,48.88
499,-431.1000000000001,100,1,36,0.22329757028747313,-405.796,820,6.44,48.2
500,-483.6,0,0,24,0.2226276775766107,-409.056,796,6.2,47.24
501,-466.30000000000007,100,1,29,0.22195979454388087,-409.964,796,6.2,47.08
502,-507.5000000000001,800,8,54,0.22129391516024924,-416.536,764,5.96,46.48
503,-306.70000000000005,1300,13,66,0.2206300334147685,-413.312,804,6.36,47.64
504,-290.5,800,6,48,0.2199681433145242,-403.712,784,6.16,47.16
505,-443.1000000000001,600,4,41,0.21930823888458062,-406.04400000000004,744,6,46.72
506,-241.89999999999998,1900,17,73,0.21865031416792688,-398.42,796,6.44,47.84
507,-439.50000000000006,300,3,37,0.2179943632254231,-400.276,788,6.36,47.72
508,-449.3999999999999,100,1,34,0.21734038013574683,-403.104,764,6.2,47.48
509,-440.29999999999995,0,0,36,0.21668835899533959,-406.54,720,5.84,46.72
510,-480.9,1200,10,60,0.21603829391835358,-412.06,756,6.12,47.68
511,-400.8,1200,10,57,0.21539017903659852,-412.168,732,5.96,47.28
512,-421.5,400,4,40,0.21474400849948871,-415.572,688,5.68,46.44
513,-434.19999999999993,200,2,38,0.21409977647399026,-419.31600000000003,668,5.56,46.12
514,-329.3,1200,12,67,0.21345747714456828,-413.192,676,5.72,46.6
515,-421.7,200,2,41,0.21281710471313459,-413.968,656,5.6,46.52
516,-498.4,100,1,34,0.2121786533989952,-418.42400000000004,640,5.44,46.08
517,-413.7999999999999,600,4,45,0.2115421174387982,-420.112,604,5.08,45.12
518,-458.70000000000005,4000,18,80,0.2109074910864818,-421.676,728,5.52,46.24
519,-378.80000000000007,900,9,58,0.21027476861322236,-417.38800000000003,760,5.84,47.4
520,-423.5,800,6,45,0.2096439443073827,-421.776,728,5.76,47
521,-435.3,200,2,33,0.20901501247446055,-420.628,708,5.64,46.48
522,-390.7,1800,18,81,0.20838796743703716,-418.312,768,6.24,48.12
523,-506.3,3900,25,100,0.20776280353472606,-419.752,908,7.08,50.28
524,-411.8,2000,14,71,0.20713951512412188,-418.98,984,7.6,51.68
525,-420.40000000000003,1000,6,49,0.2065180965787495,-416.452,1024,7.84,52.68
526,-467.1,500,3,43,0.20589854228901325,-416.484,1040,7.92,53.24
527,-544.6999999999999,500,5,43,0.20528084666214622,-417.972,1028,7.8,52.8
528,-470.5,600,6,48,0.20466500412215977,-424.524,1000,7.52,52.08
529,-396.2,1000,8,55,0.2040510091097933,-428.752,1008,7.6,52.36
530,-403.3,400,4,36,0.2034388560824639,-427.15999999999997,1000,7.6,52.16
531,-379.80000000000007,1600,12,64,0.2028285395142165,-432.676,988,7.4,51.8
532,-449.3,1600,14,69,0.20222005389567385,-433.068,1040,7.84,53.08
533,-417.7,1300,9,57,0.20161339373398682,-431.8,1088,8.16,54
534,-414.80000000000007,100,1,37,0.20100855355278485,-430.78000000000003,1092,8.2,54.04
535,-437.3,1400,14,70,0.20040552789212648,-429.036,1100,8.36,54.44
536,-344.5,1000,8,49,0.1998043113084501,-426.784,1092,8.28,54.12
537,-467.6,1200,8,53,0.19920489837452476,-428.628,1124,8.44,54.64
538,-378.40000000000003,600,6,48,0.1986072836794012,-426.396,1140,8.6,55.04
539,-335.2,300,3,37,0.198011461828363,-426.632,1104,8.24,53.84
540,-515.7,500,3,36,0.1974174274428779,-430.392,1116,8.28,53.64
541,-394.99999999999994,300,3,40,0.19682517516054926,-426.25600000000003,1124,8.36,53.88
542,-425.0,900,7,53,0.19623469963506762,-426.704,1136,8.48,54.2
543,-501.0,2800,22,88,0.1956459955361624,-428.396,1088,8.64,54.52
544,-455.4000000000001,700,5,48,0.1950590575495539,-431.46000000000004,1080,8.48,54.12
545,-376.79999999999995,600,6,48,0.19447388037690524,-429.592,1072,8.48,54.24
546,-402.49999999999994,300,3,35,0.19389045873577454,-428.28000000000003,1076,8.52,54.32
547,-382.89999999999986,300,3,38,0.19330878735956722,-427.968,1016,7.92,52.6
548,-380.29999999999995,700,7,49,0.1927288609974885,-422.928,888,7.2,50.56
549,-413.4000000000001,800,8,52,0.19215067441449604,-422.992,840,6.96,49.8
550,-397.1,1700,13,70,0.19157422239125255,-422.06,868,7.24,50.64
551,-328.70000000000005,1900,15,66,0.1909994997240788,-416.524,924,7.72,51.56
552,-440.5,100,1,30,0.19042650122490654,-412.356,908,7.56,51.04
553,-304.7,0,0,24,0.18985522172123181,-405.724,884,7.32,50.08
554,-450.80000000000007,2200,16,76,0.18928565605606812,-407.908,932,7.64,50.92
555,-422.79999999999995,100,1,34,0.1887177990878999,-408.688,920,7.52,50.84
556,-399.40000000000003,0,0,36,0.1881516456906362,-409.472,856,7.04,49.72
557,-485.80000000000007,1800,18,79,0.18758719075356428,-410.932,864,7.2,50.12
558,-392.1,1500,11,62,0.18702442918130358,-409.908,872,7.28,50.32
559,-488.6,400,4,45,0.18646335589375967,-412.86,884,7.4,50.64
560,-405.5,900,9,57,0.1859039658260784,-411.588,864,7.2,50.12
561,-477.8000000000001,200,2,36,0.18534625392860016,-416.92,832,6.96,49.6
562,-316.2,1900,15,74,0.18479021516681435,-410.86400000000003,860,7.24,50.44
563,-382.9,2100,19,83,0.1842358445213139,-411.044,920,7.76,51.84
564,-492.8,500,5,49,0.18368313698774996,-417.348,928,7.84,52.32
565,-411.3999999999999,200,2,35,0.1831320875767867,-413.176,916,7.8,52.28
566,-325.0,700,7,49,0.18258269131405633,-410.37600000000003,932,7.96,52.64
567,-169.99999999999986,3000,24,95,0.18203494324011416,-400.176,1016,8.64,54.32
568,-409.79999999999995,1800,14,70,0.18148883841039382,-396.528,976,8.32,53.6
569,-310.40000000000003,2600,22,87,0.18094437189516263,-390.728,1052,9,55.16
570,-404.19999999999993,1200,10,56,0.18040153877947715,-391.824,1076,9.16,55.48
571,-464.50000000000006,400,4,43,0.1798603341631387,-394.304,1080,9.2,55.8
572,-322.1,1700,15,71,0.1793207531606493,-391.872,1136,9.68,57.12
573,-382.00000000000006,1700,11,64,0.17878279090116736,-391.94,1176,9.84,57.72
574,-352.7000000000001,3300,17,74,0.17824644252846386,-389.512,1276,10.2,58.6
575,-261.8999999999999,1100,9,56,0.17771170320087848,-384.104,1252,10.04,58.04
576,-478.29999999999995,1100,11,65,0.17717856809127586,-390.088,1220,9.88,58
577,-572.0,2100,15,72,0.17664703238700202,-395.348,1300,10.44,59.68
578,-120.00000000000003,2200,18,77,0.17611709128984102,-387.96,1388,11.16,61.8
579,-196.29999999999998,3100,27,98,0.1755887400159715,-377.78,1424,11.6,62.68
580,-330.4,2300,11,59,0.1750619737959236,-374.084,1512,12,63.68
581,-275.2000000000001,3100,25,99,0.1745367878745358,-369.116,1636,13,66.2
582,-486.50000000000006,300,3,37,0.1740131775109122,-369.144,1576,12.4,64.52
583,-223.60000000000002,1000,10,55,0.17349113797837945,-362.404,1556,12.36,64.24
584,-649.9999999999999,3300,31,115,0.17297066456444432,-368.86,1672,13.44,67.04
585,-377.5,700,7,49,0.172451752570751,-367.74,1664,13.36,66.72
586,-405.00000000000006,1000,10,63,0.17193439731303872,-364.828,1696,13.68,67.8
587,-474.9,1700,11,60,0.1714185941210996,-371.176,1688,13.52,67.24
588,-451.9000000000001,7100,55,168,0.1709043383387363,-373.936,1888,14.96,70.64
589,-388.6,200,2,37,0.1703916253237201,-369.76800000000003,1876,14.84,70.16
590,-613.3000000000001,1800,14,67,0.16988045044774894,-377.844,1940,15.32,71.44
591,-358.2,400,4,42,0.1693708090964057,-379.172,1928,15.2,71.16
592,-258.20000000000005,3100,23,91,0.1688626966691165,-382.7,1932,15.16,71
593,-450.8,500,3,44,0.16835610857910915,-384.34000000000003,1880,14.72,69.96
594,-418.3,1700,15,69,0.16785104025337183,-388.656,1844,14.44,69.24
595,-441.8999999999999,300,3,37,0.16734748713261172,-390.164,1808,14.16,68.48
596,-311.9000000000001,1600,14,66,0.16684544467121387,-384.06,1856,14.56,69.4
597,-436.90000000000003,200,2,36,0.16634490833720023,-388.65200000000004,1796,14.04,68
598,-372.20000000000005,500,3,43,0.16584587361218864,-388.26,1748,13.72,67.16
599,-367.4,1600,14,72,0.16534833599135207,-388.848,1680,13.6,67.08
600,-433.5,700,7,44,0.164852290983378,-395.712,1664,13.52,66.6
601,-554.4000000000001,800,8,54,0.16435773411042787,-398.75600000000003,1652,13.4,66.16
602,-477.1,1600,12,64,0.1638646609080966,-394.96000000000004,1632,13.28,65.84
603,-479.70000000000005,500,3,45,0.1633730669253723,-409.348,1564,12.68,64.56
604,-365.2,1200,8,50,0.16288294772459616,-416.10400000000004,1488,11.92,62.64
605,-380.90000000000003,100,1,32,0.16239429888142237,-418.124,1400,11.52,61.56
606,-417.4,700,7,49,0.1619071159847781,-423.812,1304,10.8,59.56
607,-354.0,1700,11,64,0.16142139463682378,-418.512,1360,11.12,60.64
608,-439.4,500,5,47,0.1609371304529133,-427.144,1340,10.92,60.32
609,-454.30000000000007,200,2,36,0.16045431906155455,-419.31600000000003,1216,9.76,57.16
610,-545.5000000000001,2200,16,79,0.15997295610436987,-426.036,1276,10.12,58.36
611,-441.5,0,0,25,0.15949303723605676,-427.49600000000004,1236,9.72,56.84
612,-416.40000000000003,200,2,37,0.1590145581243486,-425.156,1176,9.36,55.92
613,-318.6,900,7,47,0.15853751444997555,-419.824,928,7.44,51.08
614,-435.6,800,8,52,0.1580619019066256,-421.704,952,7.68,51.68
615,-347.0,900,7,50,0.15758771620090573,-411.052,916,7.4,51
616,-361.1,800,8,47,0.157114953052303,-411.168,932,7.56,51.2
617,-340.0,400,4,44,0.1566436081931461,-414.44,824,6.8,49.32
618,-209.0,2100,15,67,0.15617367736856666,-404.76800000000003,888,7.28,50.24
619,-543.2,3100,17,81,0.15570515633646095,-409.764,944,7.36,50.72
620,-354.3,600,6,46,0.15523804086745158,-406.26000000000005,956,7.48,51.08
621,-392.00000000000006,700,5,43,0.15477232674484923,-409.464,920,7.12,50.16
622,-480.69999999999993,1100,9,57,0.15430800976461467,-411.216,956,7.4,51
623,-402.90000000000003,500,5,45,0.15384508573532082,-412.444,956,7.48,51.08
624,-510.1,1200,10,56,0.15338355047811486,-418.15200000000004,940,7.32,50.44
625,-488.30000000000007,300,3,43,0.15292339982668052,-420.34400000000005,924,7.16,50.4
626,-355.90000000000003,3900,27,103,0.15246462962720048,-412.404,1048,7.92,52.36
627,-287.0,2700,25,93,0.15200723573831887,-404.8,1092,8.44,53.52
628,-277.6,2300,13,64,0.15155121403110391,-396.716,1164,8.84,54.28
629,-293.59999999999997,1000,8,50,0.1510965603890106,-393.85200000000003,1156,8.84,54.28
630,-401.2,1900,17,79,0.15064327070784356,-394.66400000000004,1228,9.48,56.16
631,-319.8,500,5,45,0.15019134089572003,-390.76,1220,9.4,56
632,-336.90000000000003,2100,15,71,0.14974076687303287,-390.076,1236,9.56,56.28
633,-419.0,500,3,40,0.14929154457241375,-389.26000000000005,1236,9.48,56
634,-388.3,500,5,48,0.14884366993869652,-386.62,1248,9.6,56.48
635,-470.90000000000003,2000,16,73,0.14839713892888043,-383.636,1240,9.6,56.24
636,-432.09999999999997,3800,32,115,0.14795194751209378,-383.26,1392,10.88,59.84
637,-350.5,300,3,40,0.1475080916695575,-380.624,1396,10.92,59.96
638,-452.49999999999994,100,1,34,0.14706556739454882,-385.98,1364,10.68,59.44
639,-440.9,1400,6,48,0.14662437069236517,-386.192,1388,10.6,59.28
640,-135.0000000000001,3400,30,108,0.14618449758028806,-377.712,1488,11.52,61.6
641,-472.5,900,5,43,0.1457459440875472,-382.168,1492,11.4,61.44
642,-368.40000000000003,400,2,34,0.14530870625528455,-383.30400000000003,1492,11.32,61.04
643,-309.20000000000005,2300,13,64,0.1448727801365187,-387.312,1500,11.24,60.92
644,-416.5,1200,12,60,0.14443816179610913,-382.244,1424,11.04,60.08
645,-224.80000000000004,2900,21,84,0.1440048473107208,-377.064,1516,11.64,61.6
646,-162.89999999999992,3300,25,100,0.14357283276878863,-367.90000000000003,1620,12.44,63.88
647,-411.50000000000006,500,5,43,0.14314211427048226,-365.132,1596,12.28,63.32
648,-257.5,2600,16,70,0.1427126879276708,-359.31600000000003,1680,12.72,64.32
649,-359.0,1700,15,71,0.1422845498638878,-353.272,1700,12.92,64.92
650,-350.90000000000003,3000,26,99,0.14185769621429614,-347.776,1808,13.84,67.16
651,-422.80000000000007,600,6,51,0.14143212312565326,-350.452,1676,13,65.08
652,-379.30000000000007,1000,6,44,0.1410078267562763,-354.144,1608,12.24,63.12
653,-464.0,300,3,33,0.14058480327600748,-361.6,1528,11.84,61.88
654,-288.5,2000,12,63,0.14016304886617945,-361.396,1568,12,62.4
655,-245.89999999999998,1500,11,60,0.1397425597195809,-355.184,1552,11.76,61.64
656,-332.5,1200,10,59,0.13932333204042216,-355.692,1580,11.96,62.2
657,-195.99999999999986,3800,22,84,0.1389053620443009,-350.056,1648,12.24,62.72
658,-290.3,1500,13,61,0.138488645958168,-344.908,1688,12.64,63.56
659,-179.40000000000015,5100,41,139,0.1380731800202935,-336.552,1872,14.08,67.2
660,-240.50000000000006,2800,18,68,0.13765896048023263,-327.336,1904,14.16,67
661,-245.70000000000016,4100,33,116,0.13724598359879192,-319.88,1916,14.2,67.04
662,-279.20000000000005,1700,13,61,0.13683424564799554,-317.028,1972,14.6,67.88
663,-420.99999999999994,300,3,36,0.13642374291105155,-315.76800000000003,1980,14.68,67.96
664,-328.59999999999997,2000,16,77,0.1360144716823184,-311.276,2004,15.08,69.12
665,-377.19999999999993,300,3,36,0.13560642826727143,-320.964,1880,14,66.24
666,-363.2,3100,25,95,0.1351996089824696,-316.59200000000004,1968,14.8,68.32
667,-309.70000000000005,500,5,41,0.1347940101555222,-314.244,1972,14.92,68.6
668,-438.1,200,2,30,0.13438962812505564,-319.40000000000003,1888,14.48,67.24
669,-450.4,700,7,54,0.13398645924068048,-320.75600000000003,1868,14.28,67
670,-408.2,2300,9,56,0.13358449986295842,-328.092,1844,13.8,65.88
671,-355.6,2300,15,65,0.13318374636336955,-335.8,1804,13.4,64.48
672,-414.2,400,4,40,0.13278419512427944,-335.908,1800,13.36,64.36
673,-471.79999999999995,200,2,26,0.1323858425389066,-344.48,1704,12.8,62.6
674,-433.79999999999995,1100,9,55,0.13198868501128988,-347.472,1680,12.56,61.96
675,-413.0,600,4,42,0.13159271895625602,-349.956,1584,11.68,59.68
676,-416.8,1200,12,65,0.13119794079938724,-349.716,1608,11.92,60.24
677,-391.1,1200,10,60,0.13080434697698906,-350.188,1616,12.08,60.88
678,-415.80000000000007,0,0,30,0.1304119339360581,-348.26,1604,11.96,60.76
679,-324.9,1800,14,67,0.13002069813424993,-349.716,1596,12.04,60.92
680,-385.1,600,6,45,0.12963063603984717,-355.284,1560,11.84,60.32
681,-252.0000000000001,3100,25,95,0.12924174413172762,-352.064,1636,12.44,61.76
682,-343.09999999999997,700,5,48,0.12885401889933243,-357.94800000000004,1512,11.76,60.32
683,-331.9000000000001,100,1,33,0.12846745684263444,-359.612,1456,11.28,59.2
684,-274.79999999999995,6600,48,154,0.12808205447210655,-363.428,1516,11.56,59.8
685,-293.50000000000006,700,7,51,0.12769780830869024,-365.548,1432,11.12,59.12
686,-477.9,100,1,36,0.12731471488376417,-374.836,1272,9.84,55.92
687,-240.40000000000003,900,7,47,0.12693277073911288,-373.284,1240,9.6,55.36
688,-342.40000000000003,2700,25,96,0.12655197242689553,-370.14,1336,10.48,57.76
689,-459.69999999999993,1200,10,56,0.12617231650961486,-375.384,1304,10.24,56.92
690,-456.20000000000005,2000,16,77,0.12579379956008602,-378.544,1372,10.76,58.56
691,-390.09999999999997,300,3,39,0.12541641816140575,-379.62,1260,9.88,56.32
692,54.79999999999992,4800,38,129,0.12504016890692154,-365.04,1432,11.2,59.84
693,-324.1,1900,13,66,0.12466504840020078,-360.48,1500,11.64,61.28
694,-470.5,7400,62,190,0.12429105325500017,-361.284,1768,13.84,66.72
695,-161.60000000000008,3600,26,97,0.12391818009523517,-351.42,1820,14.52,68.36
696,-314.3,3900,29,104,0.12354642555494946,-349.76800000000003,1884,15.08,69.92
697,-242.30000000000015,5300,43,144,0.12317578627828461,-342.892,2080,16.64,74.08
